a,b,country_a,country_b,same_country,n_coop_partners,coop_partners,n_adversaries,adversaries
Cárteles Unidos,Los Talibanes,Mexico,Mexico,True,1,['Sinaloa Cartel'],1,['Cártel de Jalisco Nueva Generación']
Lucchese crime family,Rizzuto crime family,United States,Canada,False,1,['Bonanno crime family'],1,['Bonanno crime family']
Iron Horsemen Motorcycle Club,Miri clan,United States,Germany,False,1,['Hells Angels Motorcycle Club'],1,['Bandidos Motorcycle Club']
Hells Angels Motorcycle Club,X-Team,United States,Denmark,False,1,['Bandidos Motorcycle Club'],1,['Black Cobra']
La Empresa,La Unión Tepito,Colombia,Mexico,False,1,['Tren de Aragua'],1,['Sinaloa Cartel']
856 Gang,Para-Dice Riders,Canada,,,1,['Hells Angels Motorcycle Club'],1,['Hells Angels Motorcycle Club']
Clan Lubrano-Ligato,Nuova Camorra Organizzata,Italy,Italy,True,1,['Banda della Magliana'],1,['Clan dei Casalesi']
Massa Carcerária,Terceiro Comando Puro,Brazil,Brazil,True,1,['Primeiro Comando da Capital'],1,['Comando Vermelho']
Bandidos Motorcycle Club,Black Pistons Motorcycle Club,United States,Germany,False,1,['Outlaws Motorcycle Club'],1,['Hells Angels Motorcycle Club']
Clan Pariante,Girati della Vanella Grassi,Italy,,,1,['Clan Di Lauro'],1,['Amato-Pagano clan']
Al-Qaeda,Palestinian Islamic Jihad,Saudi Arabia,Palestine,False,1,['Hezbollah'],1,['Islamic State']
Indian Posse,Satudarah,Canada,Netherlands,False,1,['Hells Angels Motorcycle Club'],1,['Hells Angels Motorcycle Club']
18th Street Gang,La Línea,United States,Mexico,False,1,['Beltrán-Leyva Organization'],1,['Sinaloa Cartel']
Sumiyoshi-kai,Yamaken-gumi,Japan,Japan,True,1,['Yamaguchi-gumi'],1,['Yamaguchi-gumi']
Iron Horsemen Motorcycle Club,Loners Motorcycle Club,United States,Canada,False,1,['Hells Angels Motorcycle Club'],1,['Outlaws Motorcycle Club']
Clan Misso,Contini clan,Italy,Italy,True,1,['Nuova Famiglia'],1,"[""'Ndrina Giuliano""]"
Buffalo crime family,Rock Machine Motorcycle Club,United States,Canada,False,1,['Outlaws Motorcycle Club'],1,['Cotroni crime family']
Toonerville Rifa 13,White Fence,United States,United States,True,1,['Mexican Mafia'],1,['Armenian Power']
Desperados Motorcycle Club,Diablos Motorcycle Club,,United States,,1,['Hells Angels Motorcycle Club'],1,['Outlaws Motorcycle Club']
Cártel de Tláhuac,Los Zetas,Mexico,Mexico,True,1,['La Familia Michoacana'],1,['Sinaloa Cartel']
Black Pistons Motorcycle Club,Satan's Choice Motorcycle Club,Germany,Canada,False,1,['Outlaws Motorcycle Club'],1,['Hells Angels Motorcycle Club']
Mickey Cobras,Taylor Street Jousters,United States,United States,True,1,['Chicago Outfit'],1,['Black Gangster Disciples Nation']
Black Mafia,Lucchese crime family New Jersey faction,United States,United States,True,1,['Philadelphia crime family'],1,['Philadelphia crime family']
856 Gang,New Zealand Nomads,Canada,New Zealand,False,1,['Hells Angels Motorcycle Club'],1,['Hells Angels Motorcycle Club']
Diablos Motorcycle Club,United Nations (gang),United States,Canada,False,1,['Hells Angels Motorcycle Club'],1,['Hells Angels Motorcycle Club']
Iron Horsemen Motorcycle Club,Warlocks MC,United States,,,1,['Hells Angels Motorcycle Club'],1,['Outlaws Motorcycle Club']
Armenian Power,Culver City Boys,United States,United States,True,1,['Mexican Mafia'],1,['18th Street Gang']
Mossway/Rusholme Crips,Old Trafford Cripz,,,,1,['Gooch Close Gang'],1,['Moss Side Bloods']
Knights Templar Cartel,Los Metros,Mexico,Mexico,True,1,['Cártel de Jalisco Nueva Generación'],1,['Los Zetas']
Devils Diciples Motorcycle Club,Galloping Goose Motorcycle Club,United States,United States,True,1,['Hells Angels Motorcycle Club'],1,['Outlaws Motorcycle Club']
Mongols MC,White Boy Posse,United States,Canada,False,1,['Hells Angels Motorcycle Club'],1,['Bandidos Motorcycle Club']
Clan Pariante,Notturno clan,Italy,,,1,['Amato-Pagano clan'],1,['Amato-Pagano clan']
Culver City Boys,Los Negros,United States,Mexico,False,1,['Mexican Mafia'],1,['18th Street Gang']
Desperados Motorcycle Club,Red Devils Motorcycle Club,,Sweden,,1,['Hells Angels Motorcycle Club'],1,['Outlaws Motorcycle Club']
Mexican Mafia,Satan's Choice Motorcycle Club,United States,Canada,False,1,['Hells Angels Motorcycle Club'],1,['Hells Angels Motorcycle Club']
'Ndrina Marvaso,'Ndrina Monteleone,,,,1,"[""'Ndrina Facchineri""]",1,"[""'Ndrina Albanese""]"
Liga da Justiça,Sindicato do Crime do Rio Grande do Norte,Brazil,Brazil,True,1,['Terceiro Comando Puro'],1,['Comando Vermelho']
La Familia Michoacana,Martinez Familia Sangeros,Mexico,Puerto Rico,False,1,['Gulf Cartel'],1,['Gulf Cartel']
Black Power (New Zealand gang),Hells Angels Motorcycle Club,New Zealand,United States,False,1,['New Zealand Nomads'],1,['Mongrel Mob']
Comando Vermelho,Sinaloa Cartel,Brazil,Mexico,False,1,['Revolutionary Armed Forces of Colombia'],1,['Tren de Aragua']
856 Gang,White Boy Posse,Canada,Canada,True,1,['Hells Angels Motorcycle Club'],1,['Independent Soldiers']
10th & Oregon Crew,Philadelphia Greek Mob,United States,United States,True,1,['Philadelphia crime family'],1,['Philadelphia crime family']
Cárteles Unidos,Los Choneros,Mexico,Ecuador,False,1,['Sinaloa Cartel'],1,['Cártel de Jalisco Nueva Generación']
Aryan Brotherhood,Sons of Silence,United States,United States,True,1,['Hells Angels Motorcycle Club'],1,['Hells Angels Motorcycle Club']
Harrison Gents,Imperial Gangsters,,,,1,['Spanish Gangster Disciples'],1,['Spanish Gangster Disciples']
Fukuhaku-kai,Sumiyoshi-kai,Japan,Japan,True,1,['Yamaguchi-gumi'],1,['Yamaguchi-gumi']
Norteños,Tongan Crip Gang,United States,United States,True,1,['18th Street Gang'],1,['Mara Salvatrucha']
Juárez Cartel,Los Lobos,Mexico,Ecuador,False,1,['Cártel de Jalisco Nueva Generación'],1,['Sinaloa Cartel']
Clan Sarno,Vollaro clan,Italy,Italy,True,1,['Clan Marfella'],1,['Clan Mazzarella']
Ahbash,Hamas,,Palestine,,1,['Hezbollah'],1,['Hezbollah']
Gambino crime family,Philadelphia Greek Mob,United States,United States,True,1,['Philadelphia crime family'],1,['Philadelphia crime family']
Cannonball Motorcycle Club,Prisoners of War MC,Finland,,,1,['Hells Angels Motorcycle Club'],1,['Bandidos Motorcycle Club']
Merciless Souls Motorcycle Club,Satan's Choice Motorcycle Club,,Canada,,1,['Hells Angels Motorcycle Club'],1,['Outlaws Motorcycle Club']
Satan's Choice Motorcycle Club,United Nations (gang),Canada,Canada,True,1,['Hells Angels Motorcycle Club'],1,['Hells Angels Motorcycle Club']
Gods Garbage,Hells Angels Motorcycle Club,,United States,,1,['Coffin Cheaters'],1,['Mongrel Mob']
Original Red Devils Motorcycle Club,Warlocks Motorcycle Club (Florida),Canada,United States,False,1,['Hells Angels Motorcycle Club'],1,['Outlaws Motorcycle Club']
Barrio Azteca,Knights Templar Cartel,United States,Mexico,False,1,['Beltrán-Leyva Organization'],1,['Cártel de Jalisco Nueva Generación']
Los Talibanes,Zetas Vieja Escuela,Mexico,Mexico,True,1,['Gulf Cartel'],1,['Cártel de Jalisco Nueva Generación']
Formicola clan,Secondigliano Alliance,,Italy,,1,['Rinaldi clan'],1,['Clan Mazzarella']
Comanchero Motorcycle Club,Sons of Silence,Australia,United States,False,1,['Hells Angels Motorcycle Club'],1,['Hells Angels Motorcycle Club']
Los Viagras,Nueva Plaza Cartel,Mexico,Mexico,True,1,['Sinaloa Cartel'],1,['Cártel de Jalisco Nueva Generación']
Gangster Two Six,Spanish Cobras,,United States,,1,['Spanish Gangster Disciples'],1,['Almighty Insane Popes Nation']
Desperados Motorcycle Club,El Forastero Motorcycle Club,,United States,,1,['Hells Angels Motorcycle Club'],1,['Outlaws Motorcycle Club']
New Zealand Nomads,United Nations (gang),New Zealand,Canada,False,1,['Hells Angels Motorcycle Club'],1,['Hells Angels Motorcycle Club']
Bonde dos 40,Liga da Justiça,Brazil,Brazil,True,1,['Terceiro Comando Puro'],1,['Comando Vermelho']
Breed Motorcycle Club,Rock Machine Motorcycle Club,United States,Canada,False,1,['Outlaws Motorcycle Club'],1,['Hells Angels Motorcycle Club']
19th of April Movement,Oficina de Envigado,Colombia,Colombia,True,1,['Cartel de Medellín'],1,['Cartel de Medellín']
Nazi Lowriders,Toonerville Rifa 13,United States,United States,True,1,['Mexican Mafia'],1,['Mara Salvatrucha']
Los Negros,Organización Beltrán Leyva,Mexico,,,1,['Sinaloa Cartel'],1,['Sinaloa Cartel']
Tijuana Cartel,Wolfpack Alliance,Mexico,Canada,False,1,['Sinaloa Cartel'],1,['Sinaloa Cartel']
Clan Matrone,Clan Nuvoletta,Italy,Italy,True,1,['Nuova Famiglia'],1,['Nuova Camorra Organizzata']
Aprea-Cuccaro clan,Mallardo clan,Italy,Italy,True,1,['Secondigliano Alliance'],1,['Clan Mazzarella']
Fuerza Anti-Unión,Los Tiguerones,Mexico,Ecuador,False,1,['Cártel de Jalisco Nueva Generación'],1,['Tren de Aragua']
Fob-killers (Alberta),Independent Soldiers,,Canada,,1,['United Nations (gang)'],1,['Red Scorpions']
Cártel del Noreste,Los Rusos,Mexico,,,1,['La Mayiza'],1,['Los Chapitos']
Indian Posse,Para-Dice Riders,Canada,,,1,['Hells Angels Motorcycle Club'],1,['Hells Angels Motorcycle Club']
Clan Sarno,Nuova Camorra Speciale,Italy,,,1,['Clan Mazzarella'],1,['Clan Fabbrocino']
Artistas Asesinos,Cártel de Colima,Mexico,Mexico,True,1,['Sinaloa Cartel'],1,['Juárez Cartel']
Amigos dos Amigos,Sindicato do Crime do Rio Grande do Norte,Brazil,Brazil,True,1,['Bonde dos 40'],1,['Comando Vermelho']
Gente Nueva,Mexican Mafia,Mexico,United States,False,1,['Los Mexicles'],1,['Los Zetas']
Los Mexicles,Los Ántrax,Mexico,Mexico,True,1,['Gente Nueva'],1,['La Línea']
Dead Man Incorporated,Norteños,United States,United States,True,1,['Black Guerrilla Family'],1,['Aryan Brotherhood']
Dominicans Don't Play,Spanish Gangster Disciples,United States,United States,True,1,['Latin Kings'],1,['Latin Kings']
Juárez Cartel,Nueva Plaza Cartel,Mexico,Mexico,True,1,['Sinaloa Cartel'],1,['Cártel de Jalisco Nueva Generación']
Iron Horsemen Motorcycle Club,Prisoners of War MC,United States,,,1,['Hells Angels Motorcycle Club'],1,['Bandidos Motorcycle Club']
Bandidos Motorcycle Club,Original Red Devils Motorcycle Club,United States,Canada,False,1,['Hells Angels Motorcycle Club'],1,['Outlaws Motorcycle Club']
Artistas Asesinos,Los Talibanes,Mexico,Mexico,True,1,['Sinaloa Cartel'],1,['Cártel de Jalisco Nueva Generación']
Desperados Motorcycle Club,Sons of Silence,,United States,,1,['Hells Angels Motorcycle Club'],1,['Outlaws Motorcycle Club']
Al-Qaeda in the Islamic Maghreb,Taliban,Algeria,Afghanistan,False,1,['Al-Shabaab'],1,['Islamic State']
C-Notes,Playboys,,,,1,['Taylor Street Jousters'],1,['Almighty Gaylords Nation']
'Ndrina Imerti,Commisso 'ndrina,Italy,Italy,True,1,"[""'Ndrina Alvaro""]",1,"[""'Ndrina De Stefano""]"
Breed Motorcycle Club,Mongols MC,United States,United States,True,1,['Outlaws Motorcycle Club'],1,['Hells Angels Motorcycle Club']
856 Gang,Loners Motorcycle Club,Canada,Canada,True,1,['Hells Angels Motorcycle Club'],1,['Hells Angels Motorcycle Club']
Artistas Asesinos,La Familia Michoacana,Mexico,Mexico,True,1,['Sinaloa Cartel'],1,['Cártel de Jalisco Nueva Generación']
'Ndrina Violi,Siderno Group,Italy,Italy,True,1,['Luppino crime family'],1,['Rizzuto crime family']
Mongols MC,Warlocks MC,United States,,,1,['Hells Angels Motorcycle Club'],1,['Outlaws Motorcycle Club']
Dark Circle,Pagan's Motorcycle Club,,United States,,1,['Rock Machine Motorcycle Club'],1,['Hells Angels Motorcycle Club']
856 Gang,Comanchero Motorcycle Club,Canada,Australia,False,1,['Hells Angels Motorcycle Club'],1,['Hells Angels Motorcycle Club']
Annihilators Motorcycle Club,Breed Motorcycle Club,Canada,United States,False,1,['Outlaws Motorcycle Club'],1,['Hells Angels Motorcycle Club']
Los Ninis,Mara Salvatrucha,Mexico,United States,False,1,['Sinaloa Cartel'],1,['Beltrán-Leyva Organization']
Diablos Motorcycle Club,El Forastero Motorcycle Club,United States,United States,True,1,['Hells Angels Motorcycle Club'],1,['Outlaws Motorcycle Club']
Mongols MC,Outcasts MC,United States,,,1,['Outlaws Motorcycle Club'],1,['Hells Angels Motorcycle Club']
Grupo Flechas,Los Negros,Mexico,Mexico,True,1,['Los Zetas'],1,['Cártel de Jalisco Nueva Generación']
Amirante clan,Clan Licciardi,,Italy,,1,"[""'Ndrina Giuliano""]",1,['Clan Mazzarella']
Nuova Camorra Organizzata,Nuova Famiglia Salentina,Italy,,,1,['Sacra Corona Unita'],1,['Sacra Corona Unita']
Barrio Azteca,Grupo Flechas,United States,Mexico,False,1,['Los Zetas'],1,['Cártel de Jalisco Nueva Generación']
Iron Horsemen Motorcycle Club,Satan's Choice Motorcycle Club,United States,Canada,False,1,['Hells Angels Motorcycle Club'],1,['Outlaws Motorcycle Club']
Tanglewood Boys,Westies,United States,United States,True,1,['American Mafia'],1,['Genovese crime family']
Indian Posse,Rock Machine Motorcycle Club,Canada,Canada,True,1,['West End Gang'],1,['Hells Angels Motorcycle Club']
10th & Oregon Crew,Outlaws Motorcycle Club,United States,United States,True,1,['American Mafia'],1,"[""Pagan's Motorcycle Club""]"
Black Disciples,Simon City Royals,United States,United States,True,1,['Black Gangster Disciples Nation'],1,['Almighty Vice Lord Nation']
Pit Bull Crew,Young Gooch,,,,1,['Gooch Close Gang'],1,['Longsight Crew']
Buffalo crime family,Forty-Two Gang,United States,United States,True,1,['Chicago Outfit'],1,['Chicago Outfit']
Fallowfield Mandem,Old Trafford Cripz,,,,1,['Gooch Close Gang'],1,['Longsight Crew']
Los Mazatlecos,Milenio Cartel,Mexico,Mexico,True,1,['Los Zetas'],1,['Gulf Cartel']
'Ndrina Iamonte,'Ndrina Imerti,Italy,Italy,True,1,"[""'Ndrina Serraino""]",1,"[""'Ndrina Barreca""]"
Organización Beltrán Leyva,Tijuana Cartel,,Mexico,,1,['Sinaloa Cartel'],1,['Sinaloa Cartel']
Rosa dei Venti,Società foggiana,,Italy,,1,"[""'Ndrangheta""]",1,['Sacra Corona Unita']
Cártel de Caborca,Cártel de Tláhuac,Mexico,Mexico,True,1,['Cártel de Jalisco Nueva Generación'],1,['Sinaloa Cartel']
'Ndrina Costa,'Ndrina De Stefano,Italy,Italy,True,1,"[""'Ndrina Mazzaferro""]",1,"[""Commisso 'ndrina""]"
Philadelphia crime family,Rock Machine Motorcycle Club,United States,Canada,False,1,"[""Pagan's Motorcycle Club""]",1,['Hells Angels Motorcycle Club']
Logan Heights Gang,Toonerville Rifa 13,United States,United States,True,1,['Mexican Mafia'],1,['Mara Salvatrucha']
Clan Licciardi,Clan Sarno,Italy,Italy,True,1,['Amato-Pagano clan'],1,['Clan Mazzarella']
Bonde do Maluco,Massa Carcerária,Brazil,Brazil,True,1,['Primeiro Comando da Capital'],1,['Comando Vermelho']
Buffalo crime family,Wolfpack Alliance,United States,Canada,False,1,['Hells Angels Motorcycle Club'],1,['Siderno Group']
'Ndrina Malacrinò,'Ndrina Serraino,,Italy,,1,"[""'Ndrina Iamonte""]",1,"[""'Ndrina Barreca""]"
'Ndrina Megna,'Ndrina Trapasso,Italy,Italy,True,1,"[""'Ndrina Arena""]",1,"[""'Ndrina Grande Aracri""]"
Buffalo crime family,Cohen crime family,United States,,,1,['Chicago Outfit'],1,['Los Angeles crime family']
Aryan Brotherhood,Venice 13,United States,United States,True,1,['Mexican Mafia'],1,['Crips']
Bandidos Motorcycle Club,Para-Dice Riders,United States,,,1,['Hells Angels Motorcycle Club'],1,['Hells Angels Motorcycle Club']
Artistas Asesinos,Los Choneros,Mexico,Ecuador,False,1,['Sinaloa Cartel'],1,['Cártel de Jalisco Nueva Generación']
Gente Nueva,Los Rojos,Mexico,Mexico,True,1,['Los Mexicles'],1,['Cártel de Jalisco Nueva Generación']
Bandidos Motorcycle Club,Desperados Motorcycle Club,United States,,,1,['Hells Angels Motorcycle Club'],1,['Outlaws Motorcycle Club']
Outcasts MC,Pagan's Motorcycle Club,,United States,,1,['Outlaws Motorcycle Club'],1,['Hells Angels Motorcycle Club']
Los Ciclones,Los Lobos,Mexico,Ecuador,False,1,['Cártel de Jalisco Nueva Generación'],1,['Sinaloa Cartel']
Asian Boyz,Black Gangster Disciples Nation,United States,United States,True,1,['Crips'],1,['Bloods']
Dhak-Duhre coalition,Sinaloa Cartel,,Mexico,,1,['United Nations (gang)'],1,['Wolfpack Alliance']
Genovese crime family,Velentzas Organization,United States,United States,True,1,['Lucchese crime family'],1,['Gambino crime family']
Los Ninis,Los Ántrax,Mexico,Mexico,True,1,['Gente Nueva'],1,['Beltrán-Leyva Organization']
Mara Salvatrucha,Pirus,United States,United States,True,1,['Sex Money Murder'],1,['Crips']
10th & Oregon Crew,Lucchese crime family New Jersey faction,United States,United States,True,1,['Philadelphia crime family'],1,['Philadelphia crime family']
Hell's Henchmen MC,Warlocks Motorcycle Club (Florida),,United States,,1,['Hells Angels Motorcycle Club'],1,['Outlaws Motorcycle Club']
Clan Galasso di Poggiomarino,Clan Matrone,Italy,Italy,True,1,['Nuova Famiglia'],1,['Nuova Camorra Organizzata']
'Ndrina Rosmini,'Ndrina Tripodo,Italy,,,1,"[""'Ndrina De Stefano""]",1,"[""'Ndrina De Stefano""]"
Armenian Power,Logan Heights Gang,United States,United States,True,1,['Mexican Mafia'],1,['Mara Salvatrucha']
Cárteles Unidos,La Unión Tepito,Mexico,Mexico,True,1,['Sinaloa Cartel'],1,['Cártel de Jalisco Nueva Generación']
Cártel de Tepalcatepec,Knights Templar Cartel,Mexico,Mexico,True,1,['Los Viagras'],1,['Cártel de Jalisco Nueva Generación']
Miri clan,White Boy Posse,Germany,Canada,False,1,['Hells Angels Motorcycle Club'],1,['Bandidos Motorcycle Club']
Red Devils Motorcycle Club,Satudarah,Sweden,Netherlands,False,1,['Hells Angels Motorcycle Club'],1,['Bandidos Motorcycle Club']
Mexican Mafia,Thief in law,United States,Soviet Union,False,1,['American Mafia'],1,['Hells Angels Motorcycle Club']
Mongols MC,Prisoners of War MC,United States,,,1,['Hells Angels Motorcycle Club'],1,['Bandidos Motorcycle Club']
856 Gang,Redd Alert,Canada,Canada,True,1,['Hells Angels Motorcycle Club'],1,['United Nations (gang)']
Alfieri clan,Clan Matrone,Italy,Italy,True,1,['Nuova Famiglia'],1,['Nuova Camorra Organizzata']
Comando Classe A,Os Manos,Brazil,Brazil,True,1,['Primeiro Comando da Capital'],1,['Comando Vermelho']
Secondigliano Alliance,Vollaro clan,Italy,Italy,True,1,['Clan Marfella'],1,['Clan Mazzarella']
Chicago Outfit,Cotroni crime family,United States,Canada,False,1,['Bonanno crime family'],1,['Buffalo crime family']
Cártel de Caborca,Los Mexicles,Mexico,Mexico,True,1,['Cártel de Jalisco Nueva Generación'],1,['Gulf Cartel']
18th Street Gang,Independent Cartel of Acapulco,United States,Mexico,False,1,['Beltrán-Leyva Organization'],1,['Sinaloa Cartel']
Four Corner Hustlers,Latin Counts,United States,United States,True,1,['Almighty Vice Lord Nation'],1,['Maniac Latin Disciples']
Aryan Brotherhood,White Fence,United States,United States,True,1,['Mexican Mafia'],1,['Norteños']
'Ndrina Facchineri,'Ndrina Morabito,Italy,Italy,True,1,"[""'Ndrina Lo Presti""]",1,"[""'Ndrina Piromalli""]"
Almighty Gaylords Nation,Ambrose,United States,,,1,['Simon City Royals'],1,['Maniac Latin Disciples']
El Forastero Motorcycle Club,Hell's Henchmen MC,United States,,,1,['Hells Angels Motorcycle Club'],1,['Outlaws Motorcycle Club']
Ahrar al-Sham,Al-Qaeda in Iraq,Syria,Iraq,False,1,['Islamic State'],1,"[""Asa'ib Ahl al-Haq""]"
Fuerza Anti-Unión,Los Ciclones,Mexico,Mexico,True,1,['Cártel de Jalisco Nueva Generación'],1,['Sinaloa Cartel']
El Forastero Motorcycle Club,Warlocks Motorcycle Club (Florida),United States,United States,True,1,['Hells Angels Motorcycle Club'],1,['Outlaws Motorcycle Club']
Cotroni crime family,Rockers Motor Club,Canada,Canada,True,1,['Hells Angels Motorcycle Club'],1,['Rock Machine Motorcycle Club']
Cartel de la Costa,National Liberation Army (Colombia),Colombia,Colombia,True,1,['Cartel de Medellín'],1,['Autodefensas Unidas de Colombia']
